FIRE,MIN_NEAR_D,vegID,geomor1,aspect,slope,dem,Bio1,Bio2,Bio3,Bio4,Bio5,Bio6,Bio7,Bio8,Bio9,Bio10,Bio11,Bio12,Bio13,Bio14,Bio15,Bio16,Bio17,Bio18,Bio19,tadem,pa,im,aridity
Yes,3386.192 ,7,31,18.435 ,89.971 ,419,-1.3125,13.7917,24.41,1613.1351,25,-31.5,56.5,17.35,-22.1833,17.35,-22.1833,518,140,5,105.9073,337,17,337,17,-29,4882,505,834
Yes,409.331 ,3,31,123.288 ,89.992 ,491,-3.4875,14.8083,25.7985,1653.0992,24.6,-32.8,57.4,16.0833,-24.2333,16.0833,-24.2333,488,123,4,101.2682,311,16,311,16,-33,4804,460,835
Yes,1314.433 ,5,21,323.973 ,89.966 ,309,-2.3458,13.775,24.3805,1631.8694,25,-31.5,56.5,16.9,-22.9333,16.9,-22.9333,511,127,6,95.1751,310,20,310,20,-29,4876,498,836
Yes,2982.494 ,6,31,216.870 ,89.908 ,488,-2.225,14.0667,25.0297,1587.6906,24.4,-31.8,56.2,16.4,-22.4833,16.4,-22.4833,522,135,4,102.4944,333,16,333,16,-29,4890,510,837
Yes,987.187 ,5,12,326.787 ,89.997 ,572,-2.9792,14.0917,25.0296,1615.5347,24.3,-32,56.3,16.1333,-23.3167,16.1333,-23.3167,509,131,4,103.1195,327,14,327,14,-31,4825,464,839
Yes,1178.493 ,6,13,35.538 ,89.989 ,451,-1.9,14.2333,24.9708,1611.6564,24.9,-32.1,57,16.9,-22.5667,16.9,-22.5667,508,133,4,103.5138,325,16,325,16,-25,5072,663,839
Yes,3198.289 ,5,31,125.770 ,89.984 ,346,-2.3875,13.975,24.5175,1644.5435,25.1,-31.9,57,16.95,-23.2,16.95,-23.2,509,127,6,96.1844,311,20,311,20,-29,4879,495,839
Yes,3779.824 ,5,36,3.924 ,89.993 ,698,-4.8042,15.5417,26.3865,1659.6995,23.5,-35.4,58.9,14.85,-25.8167,14.85,-25.8167,474,121,3,103.6529,310,13,310,13,-66,4514,278,840
Yes,9885.351 ,10,31,218.437 ,89.989 ,495,-2.1042,13.975,24.2622,1663.9418,25.5,-32.1,57.6,17.3667,-23.2833,17.3667,-23.2833,495,124,5,97.3277,304,19,304,19,-29,4881,495,840
Yes,1182.266 ,6,31,270.000 ,89.989 ,599,-5.0917,15.8167,26.5826,1669.3615,23.5,-36,59.5,14.65,-26.25,14.65,-26.25,475,122,4,104.3695,312,15,312,15,-64,4515,276,841
Yes,3312.617 ,6,41,357.917 ,89.983 ,519,-1.6625,14.3583,24.7557,1651.1196,25.3,-32.7,58,17.4,-18.9,17.4,-23.0667,506,136,4,106.1409,329,15,329,15,-25,5076,660,841
Yes,2912.680 ,10,31,164.197 ,89.996 ,450,-3.6792,14.1417,25.0295,1635.0264,24.1,-32.4,56.5,15.8,-24.0833,15.8,-24.0833,492,124,4,101.6206,315,15,315,15,-41,4708,385,842
Yes,5100.027 ,6,21,119.650 ,89.975 ,384,-1.5458,14.1583,24.5804,1643.2319,25.2,-32.4,57.6,17.4167,-22.8667,17.4167,-22.8667,520,142,4,106.7664,339,16,339,16,-30,4864,483,842
Yes,1134.689 ,4,31,123.111 ,89.989 ,514,-4.6583,15.6167,26.0278,1702.8744,24.1,-35.9,60,15.3667,-26.3333,15.3667,-26.3333,472,120,4,103.3097,307,15,307,15,-47,4532,279,843
Yes,779.649 ,21,31,358.452 ,89.975 ,370,-2.3333,13.5333,24.2099,1614.0496,24.6,-31.3,55.9,16.7167,-22.6833,16.7167,-22.6833,514,130,5,98.5096,319,17,319,17,-29,4904,515,843
Yes,4746.649 ,21,30,167.681 ,89.979 ,384,-1.4708,14.2917,25.43,1583.129,24.9,-31.3,56.2,16.9833,-21.7667,16.9833,-21.7667,515,138,4,105.6822,333,16,333,16,-20,5137,631,844
Yes,7731.937 ,21,41,23.455 ,89.996 ,471,-3.3583,14.6667,26.0973,1565.1515,23.4,-32.8,56.2,15.1333,-23.2,15.1333,-23.2,532,142,4,105.8461,348,15,348,15,-34,4781,421,845
Yes,946.985 ,10,26,135.000 ,89.869 ,497,-1.6208,14.7583,26.4486,1549.6428,24.5,-31.3,55.8,16.5,-21.4667,16.5,-21.4667,523,148,3,111.0449,350,12,350,12,-34,4763,399,850
Yes,2276.297 ,5,41,9.669 ,89.993 ,713,-1.6917,14.3,25.265,1598.8019,24.8,-31.8,56.6,16.9333,-22.2333,16.9333,-22.2333,520,143,4,107.1168,340,15,340,15,-17,5210,638,850
Yes,4965.434 ,32,29,203.749 ,89.992 ,476,-1.5917,13.8667,25.1208,1564.3396,24.6,-30.6,55.2,16.7833,-21.4833,16.7833,-21.4833,526,138,5,102.9931,336,17,336,17,-23,5105,639,850
Yes,3449.541 ,10,31,117.216 ,89.977 ,364,-2.0833,14.4,25,1628.84,24.9,-32.7,57.6,16.8667,-23.0667,16.8667,-23.0667,510,134,4,104.0549,328,15,328,15,-25,5071,631,851
Yes,1053.770 ,5,30,1.228 ,89.997 ,544,-1.5792,14.3583,25.2788,1602.537,25,-31.8,56.8,17.0667,-22.1833,17.0667,-22.1833,517,141,4,106.9403,338,15,338,15,-17,5210,632,852
Yes,5464.639 ,6,31,172.730 ,89.993 ,543,-1.1042,14.1083,24.6219,1630.1833,25.5,-31.8,57.3,17.7,-18.05,17.7,-22.2333,508,139,4,108.2105,334,14,334,14,-21,5138,635,852
Yes,46.098 ,6,30,155.323 ,89.994 ,187,-1.1208,13.325,23.6679,1619.6724,25.6,-30.7,56.3,17.7667,-21.9333,17.7667,-21.9333,503,125,4,100.5088,318,16,318,16,-13,4831,-54,854
Yes,2805.255 ,6,21,10.337 ,89.989 ,365,-1.7708,13.8583,24.7913,1589.2029,24.6,-31.3,55.9,16.8,-22.1167,16.8,-22.1167,519,136,4,104.3877,334,15,334,15,-27,4888,474,856
Yes,4327.165 ,38,16,209.624 ,89.984 ,419,-1.8833,14.5667,25.4218,1613.7933,25,-32.3,57.3,16.9,-18.6333,16.9,-22.6,510,136,4,105.2987,330,15,330,15,-16,5241,622,857
Yes,2679.346 ,6,31,79.992 ,89.947 ,423,-1.8333,13.7667,24.152,1641.0145,25.3,-31.7,57,17.3667,-22.7667,17.3667,-22.7667,496,126,4,100.2064,311,14,311,14,-27,4886,472,857
Yes,10663.801 ,32,31,92.070 ,89.989 ,421,-1.875,14.3833,24.9711,1631.3401,25,-32.6,57.6,17.0333,-18.8667,17.0333,-22.95,512,137,4,105.5891,332,16,332,16,-23,5102,616,858
Yes,6699.681 ,6,31,166.701 ,89.967 ,511,-2.05,13.9667,24.2899,1657.025,25.4,-32.1,57.5,17.3167,-23.1667,17.3167,-23.1667,499,126,5,97.7902,308,19,308,19,-26,5036,601,858
Yes,4863.622 ,6,26,3.554 ,89.994 ,369,-1.7542,13.5917,24.0135,1636.4574,25.3,-31.3,56.6,17.4167,-22.5667,17.4167,-22.5667,498,125,4,98.8872,310,16,310,16,-28,4928,500,858
Yes,10090.821 ,7,19,198.435 ,89.935 ,387,-1.7917,13.8167,24.7168,1590.0769,24.8,-31.1,55.9,16.8667,-22.0667,16.8667,-22.0667,515,132,4,101.9778,327,14,327,14,-30,4879,464,858
Yes,1806.841 ,6,32,333.277 ,89.989 ,689,-4.6292,15.6417,26.0694,1703.1995,24.1,-35.9,60,15.4,-26.3,15.4,-26.3,465,119,3,103.9815,304,13,304,13,-49,4485,208,860
Yes,4373.021 ,6,31,216.946 ,89.988 ,380,-2.275,13.65,24.0317,1649.4607,25.5,-31.3,56.8,17.2,-23.05,17.2,-23.05,501,124,5,96.3753,306,19,306,19,-22,5123,610,860
Yes,7977.926 ,6,31,130.030 ,89.972 ,354,-1.9167,14.0167,24.8964,1593.9037,24.8,-31.5,56.3,16.7667,-22.2833,16.7667,-22.2833,513,132,4,101.5402,325,16,325,16,-28,4947,515,861
Yes,3185.597 ,6,31,209.745 ,89.971 ,305,-1.8917,13.7167,23.6903,1675.5743,25.6,-32.3,57.9,17.6333,-23.3333,17.6333,-23.3333,504,125,5,96.178,307,19,307,19,-16,4906,289,861
Yes,4136.525 ,5,21,22.011 ,89.982 ,339,-2.1708,13.6917,24.3191,1621.3721,24.9,-31.4,56.3,16.9167,-22.6833,16.9167,-22.6833,509,127,5,97.2961,313,18,313,18,-28,4937,502,862
Yes,3250.682 ,6,31,6.170 ,89.975 ,500,-3.5708,14.425,25.307,1651.1917,24.3,-32.7,57,16.0167,-24.2333,16.0167,-24.2333,490,121,5,98.7437,309,18,309,18,-39,4622,278,863
Yes,3661.945 ,32,31,225.600 ,89.993 ,572,-1.5208,14.0917,24.9852,1602.1824,24.9,-31.5,56.4,17.1333,-18.1833,17.1333,-22.1,524,143,4,106.9413,342,15,342,15,-16,5236,598,865
Yes,1251.674 ,5,11,35.538 ,89.893 ,309,-1.2125,13.8583,24.3556,1623.5065,25.2,-31.7,56.9,17.5333,-18.1333,17.5333,-22.2667,513,139,4,106.9972,335,15,335,15,-24,5069,591,866
Yes,1467.969 ,7,31,186.009 ,89.952 ,465,-2.1042,13.975,25.0898,1576.4639,24.4,-31.3,55.7,16.4333,-22.1833,16.4333,-22.1833,522,134,5,101.3549,331,17,331,17,-26,5020,571,867
Yes,1375.228 ,9,21,157.443 ,89.974 ,338,-2.3792,13.975,24.2201,1667.3584,25.3,-32.4,57.7,17.1833,-23.55,17.1833,-23.55,507,127,5,96.5181,309,19,309,19,-29,4881,445,869
Yes,1393.160 ,7,21,69.305 ,89.962 ,354,-0.5083,12.8,22.7353,1635.5231,26.2,-30.1,56.3,18.5167,-21.5667,18.5167,-21.5667,486,120,4,100.4378,307,15,307,15,-13,4806,-103,869
Yes,3386.484 ,6,42,77.471 ,89.995 ,834,-3.375,14.7,25.2577,1666.0753,24.5,-33.7,58.2,16.1167,-20.4667,16.1167,-24.6,498,128,4,102.8979,320,16,320,16,-40,4599,248,870
Yes,2076.346 ,6,42,111.075 ,89.992 ,636,-3.4125,15.0583,25.5226,1708.6572,25.2,-33.8,59,16.6167,-25.05,16.6167,-25.05,465,114,5,98.9519,293,18,293,18,-40,4594,242,872
Yes,565.753 ,6,21,152.447 ,89.988 ,483,-1.4042,13.9417,24.3735,1633.1014,25.1,-32.1,57.2,17.4333,-18.45,17.4333,-22.6167,516,140,4,107.2635,338,15,338,15,-24,5069,574,872
Yes,1571.973 ,6,31,108.435 ,89.972 ,380,-1.7667,13.6167,24.1003,1628.3641,25.2,-31.3,56.5,17.3167,-22.4833,17.3167,-22.4833,502,127,4,98.8388,312,16,312,16,-28,4943,492,872
Yes,8472.713 ,7,16,105.945 ,89.873 ,442,-1.8167,13.95,24.8221,1593.3945,24.8,-31.4,56.2,16.85,-22.1667,16.85,-22.1667,510,132,4,102.6604,325,15,325,15,-26,5026,560,873
Yes,4963.697 ,6,31,62.146 ,89.987 ,450,-2.1917,14.3333,25.5496,1577.9083,24.6,-31.5,56.1,16.3833,-22.25,16.3833,-22.25,521,136,4,102.6775,332,16,332,16,-16,5229,572,874
Yes,445.049 ,6,31,10.353 ,89.991 ,320,-1.55,14.2833,25.2356,1597.7612,24.9,-31.7,56.6,17.0333,-22.0833,17.0333,-22.0833,519,141,4,106.7537,339,15,339,15,-18,5186,560,876
Yes,18332.514 ,6,31,185.064 ,89.977 ,495,-2.1083,13.4,24.0143,1611.1526,24.7,-31.1,55.8,16.8833,-22.4667,16.8833,-22.4667,511,130,4,99.9146,320,15,320,15,-26,5012,541,878
Yes,3590.908 ,6,31,0.000 ,89.960 ,453,-2.2292,14.3417,25.6101,1574.7993,24.4,-31.6,56,16.3,-22.25,16.3,-22.25,524,137,4,103.0706,335,16,335,16,-16,5228,554,879
Yes,5817.558 ,34,31,79.695 ,89.984 ,493,-2.7292,13.4917,24.4414,1590.6366,24,-31.2,55.2,16.1333,-22.6667,16.1333,-22.6667,535,135,5,98.0888,332,19,332,19,-18,5181,548,880
Yes,6609.390 ,6,31,339.419 ,89.993 ,480,-1.3583,13.9667,24.5892,1620.8973,25.1,-31.7,56.8,17.4,-18.2167,17.4,-22.3,512,138,4,106.6315,334,15,334,15,-23,5091,554,880
Yes,2903.950 ,6,31,288.800 ,89.981 ,375,-1.9125,14.0583,24.9261,1597.4712,24.8,-31.6,56.4,16.8,-22.3333,16.8,-22.3333,514,132,4,101.4345,325,16,325,16,-27,5010,536,880
Yes,1348.168 ,7,31,182.726 ,89.978 ,379,-1.8583,13.5833,23.7056,1660.2134,25.5,-31.8,57.3,17.55,-23.05,17.55,-23.05,506,126,5,96.6626,309,18,309,18,-17,4897,243,880
Yes,498.749 ,21,31,152.199 ,89.970 ,403,-1.9583,13.6833,24.1329,1633.5333,25.1,-31.6,56.7,17.2,-22.7333,17.2,-22.7333,503,128,4,100.1644,315,14,315,14,-28,4939,470,881
Yes,849.675 ,5,21,296.565 ,89.941 ,335,-2.0958,13.7083,24.0497,1648.0173,25.2,-31.8,57,17.2333,-23.0167,17.2333,-23.0167,504,127,5,96.8251,308,19,308,19,-28,4938,469,881
Yes,5763.445 ,6,26,323.130 ,89.815 ,242,-1.4792,14.4417,25.1597,1621.3427,25.2,-32.2,57.4,17.3,-18.4,17.3,-22.4167,513,139,4,106.9173,335,15,335,15,-18,5178,543,882
Yes,6582.681 ,3,41,53.216 ,89.993 ,597,-1.6708,14.3083,25.1907,1606.1027,24.9,-31.9,56.8,17,-22.3167,17,-22.3167,515,139,4,105.7803,334,16,334,16,-19,5160,552,882
Yes,3488.072 ,6,31,86.532 ,89.986 ,433,-1.5042,14.4083,25.1016,1624.1997,25.2,-32.2,57.4,17.3167,-18.45,17.3167,-22.4667,509,139,4,107.3135,334,15,334,15,-18,5173,535,885
Yes,930.091 ,5,42,115.875 ,89.997 ,595,-5.35,13.7667,25.2599,1561.3485,21.7,-32.8,54.5,13.6,-24.5333,13.6,-24.5333,546,141,4,103.6992,354,15,354,15,-43,4532,170,886
Yes,4223.340 ,2,31,183.814 ,89.992 ,577,-4.875,15.0667,25.8433,1654.3325,23.4,-34.9,58.3,14.85,-25.6667,14.85,-25.6667,476,120,4,101.5468,307,15,307,15,-67,4417,92,890
Yes,1241.468 ,6,42,81.223 ,89.996 ,688,-4.55,14.8667,25.5441,1674.8324,23.9,-34.3,58.2,15.3333,-25.5833,15.3333,-25.5833,482,121,5,100.5884,307,16,307,16,-47,4441,104,890
Yes,3937.862 ,6,41,5.947 ,89.994 ,519,-1.6167,14.4,25.0435,1632.5013,25.1,-32.4,57.5,17.2667,-22.7167,17.2667,-22.7167,513,140,4,107.6433,336,14,336,14,-18,5168,520,890
Yes,9427.984 ,6,11,221.424 ,89.919 ,481,-1.8208,14.0917,24.8969,1599.1893,24.9,-31.7,56.6,16.8833,-22.2833,16.8833,-22.2833,509,134,4,104.0877,327,16,327,16,-19,5154,521,892
Yes,5732.023 ,5,31,152.969 ,89.966 ,330,-1.7375,14.375,25,1627.589,25.1,-32.4,57.5,17.1333,-22.75,17.1333,-22.75,510,136,4,105.5857,330,15,330,15,-16,5217,512,893
Yes,17671.597 ,6,42,169.216 ,89.994 ,932,-4.675,15.8333,26.2141,1720.7233,24.4,-36,60.4,15.55,-26.55,15.55,-26.55,454,117,4,104.5197,297,13,297,13,-47,4413,76,895
Yes,1126.654 ,5,22,233.531 ,89.968 ,289,-1.8125,13.7917,24.2384,1633.8898,25.3,-31.6,56.9,17.2667,-22.7167,17.2667,-22.7167,502,127,4,99.0592,313,17,313,17,-28,4942,448,895
Yes,3285.399 ,6,31,160.388 ,89.980 ,417,-1.7875,13.875,24.1304,1657.656,25.5,-32,57.5,17.5333,-23.0167,17.5333,-23.0167,497,125,5,98.1436,308,18,308,18,-28,4934,436,896
Yes,5716.989 ,6,42,302.062 ,89.991 ,831,-5.2625,14.925,26.7473,1537.5913,21.8,-34,55.8,13.1333,-24.5,13.1333,-24.5,574,154,4,106.484,379,14,379,14,-45,4478,108,897
Yes,1956.206 ,5,31,96.973 ,89.987 ,438,-2.0875,13.6917,24.0205,1648.3175,25.2,-31.8,57,17.25,-23.0167,17.25,-23.0167,501,125,5,96.7205,307,19,307,19,-24,5076,505,898
Yes,2625.992 ,3,41,357.151 ,89.992 ,608,-4.9375,15.475,26.2733,1671.113,23.7,-35.2,58.9,14.9333,-21.7667,14.9333,-25.9,467,118,4,101.8883,301,16,301,16,-49,4386,35,906
Yes,415.221 ,32,31,148.736 ,89.972 ,460,-2.275,14.05,24.3501,1667.8627,25.5,-32.2,57.7,17.3,-23.4333,17.3,-23.4333,501,125,5,97.1362,307,19,307,19,-27,4982,454,908
Yes,25552.494 ,10,20,105.018 ,89.978 ,408,-1.8167,14.1833,24.6667,1637.1113,25,-32.5,57.5,17.1167,-23,17.1167,-23,517,135,4,103.9906,332,16,332,16,-23,5076,476,909
Yes,1864.135 ,6,42,273.652 ,89.980 ,919,-4.5875,15.0917,25.9753,1657.9753,23.5,-34.6,58.1,15.0167,-25.4833,15.0167,-25.4833,510,130,4,103.504,331,15,331,15,-47,4431,52,910
Yes,1126.665 ,5,22,233.531 ,89.968 ,289,-1.8583,13.9667,24.5029,1617.0945,25,-32,57,17,-22.65,17,-22.65,510,132,4,102.2196,324,16,324,16,-26,5004,457,911
Yes,8173.329 ,7,31,232.595 ,89.983 ,441,-1.7875,14.0917,24.6789,1619.8149,25,-32.1,57.1,17.0667,-22.6333,17.0667,-22.6333,515,132,4,101.9362,326,15,326,15,-26,5026,459,912
Yes,1359.242 ,6,31,186.340 ,89.932 ,522,-2,13.8167,24.155,1653.0344,25.3,-31.9,57.2,17.35,-23.05,17.35,-23.05,496,124,5,97.1581,305,19,305,19,-16,5203,448,914
Yes,2337.142 ,6,31,292.751 ,89.945 ,357,-1.8417,14.2,24.8252,1620.4851,25,-32.2,57.2,17.0333,-22.7,17.0333,-22.7,511,132,4,103.0926,326,16,326,16,-26,5018,455,914
Yes,5441.159 ,6,42,90.000 ,89.984 ,748,-4.4833,15.6,25.8706,1727.146,24.7,-35.6,60.3,15.8167,-26.3667,15.8167,-26.3667,458,114,5,100.1106,292,17,292,17,-50,4371,4,916
Yes,2978.405 ,7,31,344.236 ,89.992 ,646,-4.5792,15.8917,26.442,1712.8265,24.4,-35.7,60.1,15.5667,-26.2667,15.5667,-26.2667,455,114,4,101.6354,293,16,293,16,-51,4360,-9,919
Yes,946.547 ,6,21,272.862 ,89.954 ,437,-1.9375,14.1917,24.8977,1611.0586,24.8,-32.2,57,16.8667,-22.6333,16.8667,-22.6333,514,135,4,103.9,330,15,330,15,-16,5200,433,920
Yes,3148.432 ,6,42,78.781 ,89.996 ,807,-5.0583,15.4833,26.3322,1662.4637,23.3,-35.5,58.8,14.65,-26.0333,14.65,-26.0333,499,128,4,103.0521,323,15,323,15,-51,4354,-21,922
Yes,6368.295 ,6,32,310.156 ,89.978 ,903,-4.3083,15.1667,25.5762,1709.2899,24.5,-34.8,59.3,15.8667,-25.8667,15.8667,-25.8667,458,115,4,100.6008,292,16,292,16,-51,4354,-22,923
Yes,51.568 ,21,31,131.634 ,89.962 ,382,-1.8333,14.0333,24.926,1594.5366,24.7,-31.6,56.3,16.8333,-22.25,16.8333,-22.25,515,135,4,104.0687,331,15,331,15,-17,5247,509,923
Yes,19445.754 ,6,31,12.995 ,89.977 ,478,-1.5542,13.7917,24.3239,1621.6328,25,-31.7,56.7,17.2667,-22.45,17.2667,-22.45,516,135,4,103.8243,330,16,330,16,-24,5067,437,924
Yes,4181.842 ,6,42,249.076 ,89.992 ,839,-4.5583,15.85,26.2852,1716.3953,24.4,-35.9,60.3,15.6167,-26.3667,15.6167,-26.3667,452,115,4,103.7847,295,14,295,14,-51,4343,-35,926
Yes,1662.426 ,5,31,0.881 ,89.972 ,442,-1.6875,14.0917,24.6789,1626.9871,24.9,-32.2,57.1,17.1333,-22.7333,17.1333,-22.7333,521,140,4,106.0595,338,15,338,15,-17,5248,503,927
Yes,450.674 ,21,31,241.699 ,89.875 ,424,-1.3625,13.8917,24.5003,1615.9955,25.1,-31.6,56.7,17.35,-22.2333,17.35,-22.2333,518,140,4,105.8677,336,15,336,15,-18,5145,401,929
Yes,3772.239 ,6,32,41.889 ,89.986 ,730,-4.6458,15.675,25.9091,1734.4838,24.6,-35.9,60.5,15.75,-26.6333,15.75,-26.6333,460,115,5,100.7156,294,17,294,17,-52,4334,-52,931
Yes,8088.948 ,7,31,98.130 ,89.971 ,471,-1.75,13.8333,24.8801,1581.2035,24.5,-31.1,55.6,16.75,-21.9333,16.75,-21.9333,526,137,5,102.2969,334,18,334,18,-19,5139,403,931
Yes,1938.095 ,5,14,12.670 ,89.986 ,322,-1.2958,14.0083,24.1523,1662.0845,25.5,-32.5,58,17.8,-18.65,17.8,-22.9833,509,137,4,106.7322,332,15,332,15,-19,5138,394,933
Yes,295.613 ,6,35,58.483 ,89.993 ,708,-4.5417,15.5333,26.019,1705.6041,24.4,-35.3,59.7,15.6167,-26.05,15.6167,-26.05,457,115,5,100.4286,292,17,292,17,-52,4328,-62,934
Yes,10078.528 ,6,52,139.010 ,89.994 ,1293,-4.1875,15.4583,25.9804,1713.0543,24.7,-34.8,59.5,15.9667,-21.4167,15.9667,-25.8167,450,113,4,99.7674,286,16,286,17,-53,4325,-67,935
Yes,4023.084 ,6,42,335.225 ,89.992 ,997,-4.5125,15.375,25.9713,1687.7057,24.3,-34.9,59.2,15.55,-25.6833,15.55,-25.6833,450,114,4,102.6579,291,14,291,14,-53,4319,-75,937
Yes,119.496 ,4,31,12.995 ,89.987 ,351,-1.6833,13.6667,24.3613,1605.4924,25.2,-30.9,56.1,17.1833,-22.1333,17.1833,-22.1333,510,129,5,98.4366,317,17,317,17,-28,4929,356,937
Yes,879.347 ,17,22,333.435 ,89.994 ,444,-1.8167,13.85,24.6004,1601.4728,24.7,-31.6,56.3,16.85,-22.3667,16.85,-22.3667,521,136,4,103.2504,333,16,333,16,-26,4916,341,938
Yes,883.241 ,3,23,341.247 ,89.995 ,322,-1.4375,13.575,24.1119,1611.7087,25.1,-31.2,56.3,17.3167,-22.15,17.3167,-22.15,521,130,4,100.5599,328,17,328,17,-16,4953,124,938
Yes,155.968 ,7,21,73.217 ,89.972 ,288,-1.3417,13.5,24.0642,1606.3848,25.1,-31,56.1,17.35,-21.9833,17.35,-21.9833,523,130,5,100.0012,328,18,328,18,-15,4954,122,939
Yes,7673.314 ,6,42,155.600 ,89.997 ,848,-5.0875,15.0083,26.011,1637.7537,22.9,-34.8,57.7,14.4167,-25.65,14.4167,-25.65,510,132,4,104.5431,333,14,333,14,-53,4315,-83,940
Yes,7326.931 ,6,15,231.911 ,89.961 ,249,-2.05,13.4667,23.502,1665.9763,25.5,-31.8,57.3,17.5,-23.1833,17.5,-23.1833,509,126,6,94.5663,306,21,306,21,-25,5033,384,943
Yes,4371.085 ,32,31,63.104 ,89.976 ,404,-1.5792,14.0083,24.533,1625.7969,25,-32.1,57.1,17.25,-22.6,17.25,-22.6,515,138,4,105.945,334,15,334,15,-20,5121,366,947
Yes,21487.268 ,6,21,208.968 ,89.986 ,398,-1.6125,14.0917,24.6789,1625.8986,25,-32.1,57.1,17.2167,-22.6167,17.2167,-22.6167,515,136,4,104.6108,331,15,331,15,-20,5112,370,948
Yes,10393.304 ,6,31,144.638 ,89.988 ,463,-1.5375,13.6583,23.962,1632.7029,25.1,-31.9,57,17.3833,-22.6167,17.3833,-22.6167,515,132,4,103.2502,329,15,329,15,-24,5055,374,948
Yes,22.439 ,28,21,194.906 ,89.987 ,313,-1.6,13.2,23.1986,1652.3262,25.6,-31.3,56.9,17.7167,-22.7167,17.7167,-22.7167,501,126,4,98.4738,310,16,310,16,-16,4857,71,948
Yes,805.624 ,5,12,234.462 ,89.928 ,287,-1.6833,13.9833,24.5753,1621.0256,24.9,-32,56.9,17.1333,-22.5833,17.1333,-22.5833,523,138,4,104.0184,335,16,335,16,-20,5111,353,954
Yes,46.069 ,6,30,155.323 ,89.994 ,187,-1.2667,13.7333,24.0936,1629.9935,25.5,-31.5,57,17.65,-22.3,17.65,-22.3,514,128,4,100.9857,325,16,325,16,-14,4962,116,957
Yes,5162.236 ,7,31,177.397 ,89.990 ,382,-1.0583,13.3167,23.4448,1640.6316,25.9,-30.9,56.8,18.05,-22.1333,18.05,-22.1333,491,123,4,99.1839,306,16,306,16,-19,4852,44,960
Yes,19.029 ,6,31,125.401 ,89.991 ,339,-1.275,13.3833,23.6038,1634.5537,25.7,-31,56.7,17.7833,-22.25,17.7833,-22.25,496,125,5,99.1222,310,17,310,17,-18,4851,44,960
Yes,648.229 ,7,14,201.571 ,89.960 ,381,-1.6792,13.7417,24.4079,1607.3658,24.8,-31.5,56.3,17.0333,-22.3333,17.0333,-22.3333,519,134,4,102.8463,330,16,330,16,-25,5024,334,963
Yes,2802.767 ,7,21,234.926 ,89.968 ,408,-1.85,13.9833,24.2345,1646.2423,25,-32.7,57.7,17.1833,-23.15,17.1833,-23.15,521,134,4,102.6147,331,16,331,16,-24,5041,337,963
Yes,2327.984 ,7,11,341.565 ,89.708 ,360,-1.7375,13.9083,24.2728,1637.3636,25.1,-32.2,57.3,17.25,-22.8667,17.25,-22.8667,513,131,4,102.3555,326,15,326,15,-25,5030,329,965
Yes,7211.762 ,32,26,317.148 ,89.984 ,426,-1.8542,13.8417,24.3691,1619.6456,24.9,-31.9,56.8,17.0167,-22.6667,17.0167,-22.6667,513,132,4,102.9662,328,16,328,16,-27,4980,320,966
Yes,2262.053 ,7,21,93.367 ,89.964 ,369,-1.7083,13.9167,24.0357,1659.8806,25.2,-32.7,57.9,17.45,-19.05,17.45,-23.2333,515,131,4,101.6769,325,17,325,17,-25,5036,329,966
Yes,6850.983 ,6,31,188.842 ,89.987 ,421,-1.9083,13.8167,24.1973,1631.9576,24.9,-32.2,57.1,17.05,-22.95,17.05,-22.95,520,134,4,103.0272,332,16,332,16,-26,5002,318,968
Yes,395.017 ,6,29,339.362 ,89.978 ,285,-1.5375,13.425,23.5114,1655.6586,25.6,-31.5,57.1,17.7667,-22.7333,17.7667,-22.7333,496,125,4,99.0096,309,17,309,17,-26,4903,258,978
Yes,8511.420 ,7,11,45.000 ,89.869 ,353,-1.7917,13.8,24.3816,1615.8671,24.9,-31.7,56.6,17.0333,-22.55,17.0333,-22.55,515,132,4,101.9038,327,16,327,16,-27,4973,286,979
Yes,4190.494 ,7,17,178.995 ,89.984 ,345,-1.1875,13.3583,23.8968,1607.6326,25.4,-30.5,55.9,17.5833,-21.7833,17.5833,-21.7833,507,126,4,100.572,320,16,320,16,-19,4854,-2,980
Yes,6441.321 ,37,21,229.205 ,89.981 ,396,-1.6667,13.8833,24.0196,1654.6509,25.2,-32.6,57.8,17.45,-18.95,17.45,-23.1167,514,131,4,102.1132,326,17,326,17,-27,4978,281,982
Yes,489.866 ,6,21,310.426 ,89.983 ,270,-1.7458,13.9083,24.1046,1654.3036,25.2,-32.5,57.7,17.3833,-18.9833,17.3833,-23.1667,509,129,4,102.4062,324,16,324,16,-26,4993,283,982
Yes,6441.350 ,37,21,229.205 ,89.981 ,396,-1.5417,13.55,23.7303,1653.1442,25.6,-31.5,57.1,17.7333,-22.7,17.7333,-22.7,498,124,5,96.965,306,18,306,18,-24,4898,242,984
Yes,563.949 ,7,31,348.178 ,89.979 ,417,-1.85,14,24.2215,1655.5897,25.2,-32.6,57.8,17.3,-23.2833,17.3,-23.2833,511,129,4,101.4028,323,16,323,16,-27,4971,257,992
Yes,305.732 ,3,21,271.507 ,89.976 ,416,-1.4958,13.5583,24.2546,1597.9667,25.1,-30.8,55.9,17.2167,-21.8833,17.2167,-21.8833,506,129,4,101.4451,320,14,320,14,-29,4913,237,994
