FIRE,MIN_NEAR_D,vegID,geomor1,aspect,slope,dem,Bio1,Bio2,Bio3,Bio4,Bio5,Bio6,Bio7,Bio8,Bio9,Bio10,Bio11,Bio12,Bio13,Bio14,Bio15,Bio16,Bio17,Bio18,Bio19,tadem,pa,im,aridity
No,1045.315 ,6,31,165.801 ,89.978 ,604,-4.5,15.75,26.0331,1732.8563,24.7,-35.8,60.5,15.8,-22.0833,15.8,-26.5333,466,117,4,100.8899,298,16,298,17,-45,4461,138,881
No,8477.377 ,6,42,22.810 ,89.984 ,383,-4.55,14.7167,26.3268,1550.365,22.3,-33.6,55.9,13.85,-24.1,13.85,-24.1,554,148,4,106.0681,364,15,364,15,-41,4566,203,881
No,1861.092 ,6,31,80.754 ,89.979 ,579,-4.075,15.0167,25.6695,1682.9878,24.4,-34.1,58.5,15.8167,-25.2833,15.8167,-25.2833,472,119,5,100.3016,300,17,300,17,-46,4463,134,883
No,302.985 ,7,18,188.130 ,89.935 ,435,-2.0708,14.0917,24.2542,1676.546,25.6,-32.5,58.1,17.5,-23.4833,17.5,-23.4833,501,125,5,96.8541,307,19,307,19,-23,4888,426,883
No,124.359 ,6,37,163.560 ,89.985 ,354,-3.0167,14.4667,24.8996,1689.1503,25.3,-32.8,58.1,16.8667,-19.9167,16.8667,-24.3333,458,113,5,99.2605,291,19,291,19,-42,4545,183,884
No,2966.951 ,6,41,354.939 ,89.996 ,511,-2.0375,13.525,24.5018,1573.7234,24.5,-30.7,55.2,16.5333,-21.9667,16.5333,-21.9667,522,133,4,100.9236,329,15,329,15,-28,4954,481,884
No,1693.885 ,14,31,332.071 ,89.995 ,620,-4.6625,15.3917,25.9119,1698.0459,24,-35.4,59.4,15.4,-26.15,15.4,-26.15,458,118,3,104.5751,300,13,300,13,-46,4432,110,886
No,985.371 ,4,31,174.094 ,89.937 ,426,-1.8833,14.0833,24.751,1612.0856,24.9,-32,56.9,16.9333,-22.5667,16.9333,-22.5667,514,134,4,103.5854,330,16,330,16,-27,4986,505,886
No,1357.696 ,6,31,349.032 ,89.986 ,379,-2.2458,13.4583,23.6526,1653.3375,25.2,-31.7,56.9,17.2333,-23.1333,17.2333,-23.1333,513,127,5,94.946,310,20,310,20,-30,4878,439,890
No,17317.371 ,7,31,112.891 ,89.981 ,406,-1.6417,13.8833,24.0612,1655.3286,25.1,-32.6,57.7,17.4,-18.8833,17.4,-23.1667,514,134,4,103.1689,328,17,328,17,-22,4884,411,890
No,3497.889 ,32,21,168.579 ,89.991 ,455,-1.7708,13.7583,24.7008,1580.9871,24.8,-30.9,55.7,16.8333,-21.8667,16.8333,-21.8667,510,130,4,100.733,321,15,321,15,-25,5040,516,891
No,10953.168 ,10,21,208.610 ,89.963 ,374,-1.7208,14.225,24.6107,1648.1262,25.2,-32.6,57.8,17.3167,-18.9,17.3167,-23.0667,512,136,4,105.7606,332,15,332,15,-23,5102,524,891
No,397.050 ,3,31,67.317 ,89.995 ,588,-1.6125,14.0083,24.7935,1604.3508,24.8,-31.7,56.5,17.0333,-22.25,17.0333,-22.25,519,138,4,104.9466,335,15,335,15,-27,4975,485,891
No,1324.825 ,14,27,291.682 ,89.990 ,582,-4.6708,15.875,26.1964,1726.6658,24.4,-36.2,60.6,15.6,-26.6667,15.6,-26.6667,455,117,3,104.7932,299,13,299,13,-47,4413,80,894
No,3404.884 ,6,21,225.637 ,89.985 ,347,-2.0917,13.9333,24.1479,1666.4727,25.5,-32.2,57.7,17.4167,-23.3,17.4167,-23.3,508,126,5,95.5007,307,20,307,20,-19,4882,402,894
No,279.797 ,3,42,251.565 ,89.983 ,703,-4.7583,15.1167,25.7524,1668.4299,23.6,-35.1,58.7,15.0833,-25.7833,15.0833,-25.7833,466,119,3,103.0031,303,14,303,14,-62,4407,75,895
No,1801.869 ,2,31,355.986 ,89.984 ,545,-4.5292,15.6083,25.9275,1728.3182,24.6,-35.6,60.2,15.75,-26.45,15.75,-26.45,461,117,4,102.458,297,14,297,14,-47,4424,83,895
No,450.253 ,1,41,112.496 ,89.983 ,494,-3.5958,14.3417,24.5157,1706.311,24.9,-33.6,58.5,16.4833,-25.15,16.4833,-25.15,458,113,4,100.4947,291,15,291,15,-44,4499,128,895
No,290.429 ,6,31,79.695 ,89.959 ,343,-1.8792,13.6917,24.105,1642.3451,25.3,-31.5,56.8,17.3667,-22.7667,17.3667,-22.7667,502,126,5,97.4453,309,18,309,18,-25,4925,427,895
No,2782.362 ,12,21,356.730 ,89.987 ,546,-4.5958,16.075,26.3525,1726.9054,24.6,-36.4,61,15.6833,-26.6333,15.6833,-26.6333,451,116,3,104.5601,296,14,296,14,-51,4407,72,896
No,489.499 ,5,14,341.565 ,89.416 ,433,-4.2417,16.2333,26.015,1781.4854,25.7,-36.7,62.4,16.5333,-22.2667,16.5333,-27.0667,451,113,4,101.7601,290,16,290,16,-47,4417,77,896
No,2198.928 ,5,11,206.147 ,89.970 ,435,-4.2833,15.5833,25.7151,1747.0459,25,-35.6,60.6,16.2,-26.4667,16.2,-26.4667,440,112,4,103.0674,285,14,285,14,-48,4417,76,896
No,1645.831 ,6,31,99.888 ,89.983 ,620,-4.625,16.2,26.4706,1739.8792,24.6,-36.6,61.2,15.7167,-26.8667,15.7167,-26.8667,450,115,4,104.0171,295,15,295,15,-48,4406,69,897
No,129.416 ,5,21,142.472 ,89.979 ,315,-1.525,13.75,24.5098,1594.0079,24.9,-31.2,56.1,17.1,-21.9667,17.1,-21.9667,510,132,4,103.2251,326,15,326,15,-20,4920,415,898
No,3381.384 ,5,34,55.008 ,89.992 ,653,-4.7208,15.8583,26.3866,1701.1112,24.1,-36,60.1,15.2667,-26.3833,15.2667,-26.3833,485,124,4,103.1005,314,15,314,15,-48,4408,63,900
No,1910.731 ,7,31,310.406 ,89.988 ,551,-4.6208,15.3083,25.8151,1704.5347,24.2,-35.1,59.3,15.5,-26.15,15.5,-26.15,471,119,4,101.0927,301,16,301,16,-48,4406,54,903
No,3747.529 ,1,41,148.557 ,89.991 ,465,-3.4292,14.275,24.8261,1667.6772,24.7,-32.8,57.5,16.3333,-24.35,16.3333,-24.35,465,113,5,97.6584,291,16,291,16,-46,4460,83,904
No,3749.931 ,6,31,56.201 ,89.987 ,438,-1.8083,13.6167,24.5345,1575.8213,24.5,-31,55.5,16.7,-21.8833,16.7,-21.8833,517,135,3,104.2602,333,13,333,13,-26,5018,475,906
No,677.652 ,6,31,180.909 ,89.985 ,542,-4.4292,15.225,25.8489,1688.4156,24.3,-34.6,58.9,15.6333,-21.4,15.6333,-25.5833,459,115,5,99.527,292,18,292,18,-49,4389,34,907
No,1154.911 ,7,26,352.367 ,89.981 ,473,-4.4917,15.7667,25.9747,1741.9019,24.8,-35.9,60.7,15.8833,-22.1833,15.8833,-26.65,455,114,4,101.3337,291,15,291,15,-49,4394,38,907
No,2329.069 ,4,31,177.158 ,89.993 ,595,-4.6458,15.7917,26.3194,1713.2366,24.3,-35.7,60,15.5167,-26.35,15.5167,-26.35,459,116,4,101.9463,296,15,296,15,-49,4386,32,908
No,3943.727 ,7,11,210.964 ,89.683 ,401,-1.8875,13.975,24.4746,1624.7728,25,-32.1,57.1,17.05,-22.8,17.05,-22.8,511,131,4,101.7891,323,16,323,16,-27,4999,463,908
No,11061.702 ,36,31,22.810 ,89.984 ,383,-1.2833,13.7833,24.2238,1627.1215,25.2,-31.7,56.9,17.5,-22.3833,17.5,-22.3833,515,140,4,106.4289,335,16,335,16,-16,5207,463,909
No,2972.470 ,6,31,159.444 ,89.978 ,456,-1.7292,14.3417,25.0728,1620.6669,24.9,-32.3,57.2,17.0333,-18.6333,17.0333,-22.6333,511,136,4,106.1439,332,15,332,15,-20,5138,477,909
No,237.424 ,4,22,353.517 ,89.979 ,335,-1.6542,13.4083,23.5647,1652.0104,25.6,-31.3,56.9,17.6833,-22.7167,17.6833,-22.7167,501,126,4,98.5899,311,17,311,17,-15,4882,171,909
No,1026.962 ,3,42,21.552 ,89.986 ,743,-4.7583,15.2333,25.7755,1676.4178,23.7,-35.4,59.1,15.1333,-25.9167,15.1333,-25.9167,461,117,3,101.5171,297,12,297,12,-49,4375,21,910
No,1021.340 ,38,11,168.690 ,89.638 ,333,-1.375,14.1167,24.4233,1657.7579,25.4,-32.4,57.8,17.7,-18.6167,17.7,-22.9167,505,136,4,106.8132,330,15,330,15,-19,5150,466,910
No,2525.294 ,6,31,22.810 ,89.984 ,383,-4.475,15.3833,25.8979,1704.2534,24.4,-35,59.4,15.6333,-25.9833,15.6333,-25.9833,464,116,4,100.8365,296,15,296,15,-50,4382,18,912
No,6358.957 ,21,31,335.898 ,89.978 ,458,-1.5625,14.075,24.8236,1611.2701,24.9,-31.8,56.7,17.1333,-18.3167,17.1333,-22.3167,511,138,4,106.4006,333,15,333,15,-20,5139,461,913
No,258.471 ,4,41,340.701 ,89.994 ,513,-4.25,15.0833,24.849,1739.386,24.7,-36,60.7,16.1333,-26.4833,16.1333,-26.4833,434,111,3,103.7617,283,12,283,12,-50,4367,7,914
No,2640.911 ,6,31,103.637 ,89.989 ,573,-4.5333,15.65,25.9967,1722.4128,24.6,-35.6,60.2,15.7167,-26.35,15.7167,-26.35,462,115,5,99.925,294,17,294,17,-50,4376,10,914
No,845.235 ,5,14,44.045 ,89.978 ,331,-3.5083,15.4,25.6667,1731.5925,25.5,-34.5,60,16.7333,-20.9667,16.7333,-25.55,443,109,4,99.055,280,16,280,16,-48,4414,32,915
No,5967.022 ,6,21,26.565 ,89.793 ,406,-2.1708,14.125,24.651,1647.3414,25.2,-32.1,57.3,17.1,-23.1833,17.1,-23.1833,506,127,4,99.1934,315,17,315,17,-19,5143,453,915
No,1760.843 ,4,41,137.820 ,89.994 ,549,-4.6042,15.7917,25.9305,1731.2876,24.5,-36.4,60.9,15.7333,-26.6667,15.7333,-26.6667,447,113,3,102.457,289,12,289,12,-50,4362,-3,916
No,2197.245 ,6,31,191.902 ,89.992 ,591,-2.1542,13.475,24.4555,1572.4221,24.3,-30.8,55.1,16.4167,-22.0833,16.4167,-22.0833,524,133,4,100.9895,331,15,331,15,-28,4959,422,916
No,375.427 ,1,21,319.198 ,89.988 ,372,-4.3292,15.4083,24.6533,1797.2118,25.2,-37.3,62.5,16.5167,-27.55,16.5167,-27.55,421,106,3,102.7306,273,12,273,12,-50,4360,-4,917
No,861.894 ,6,42,303.178 ,89.990 ,731,-4.7417,15.5333,26.1945,1685.3281,24,-35.3,59.3,15.25,-25.9667,15.25,-25.9667,456,117,3,104.1314,298,13,298,13,-50,4361,-5,917
No,495.996 ,4,30,58.671 ,89.991 ,466,-4.5167,16.1,26.3934,1742.7477,24.8,-36.2,61,15.8833,-26.7,15.8833,-26.7,451,113,4,101.3933,290,16,290,16,-50,4366,0,917
No,3535.259 ,5,42,272.616 ,89.991 ,900,-3.5458,14.1417,24.4243,1688.9486,24.8,-33.1,57.9,16.4,-24.85,16.4,-24.85,454,113,4,100.0644,288,14,288,14,-49,4407,22,917
No,6935.313 ,7,30,326.797 ,89.992 ,433,-2.15,13.9,24.5583,1610.9075,24.6,-32,56.6,16.6667,-22.8167,16.6667,-22.8167,519,133,5,101.579,329,17,329,17,-27,4990,439,917
No,1043.743 ,6,31,192.009 ,89.996 ,551,-4.2208,15.1583,25.6053,1705.8009,24.6,-34.6,59.2,15.9,-21.3833,15.9,-25.7667,460,115,4,100.4937,293,16,293,16,-50,4365,-7,919
No,1311.600 ,6,16,197.953 ,89.996 ,532,-4.6,16.1833,26.4434,1747.9911,24.9,-36.3,61.2,15.8833,-26.8333,15.8833,-26.8333,455,114,4,101.3396,292,16,292,16,-51,4359,-12,920
No,9057.907 ,21,29,275.659 ,89.983 ,458,-1.65,13.7833,24.7013,1586.9481,24.5,-31.3,55.8,16.85,-21.9833,16.85,-21.9833,524,140,4,104.7718,338,16,338,16,-20,5133,439,922
No,70.789 ,5,12,215.538 ,89.946 ,267,-1.9125,13.925,23.7223,1706.1881,25.8,-32.9,58.7,17.8667,-23.85,17.8667,-23.85,493,123,4,96.9925,301,17,301,17,-16,4917,365,923
No,7302.065 ,6,31,196.763 ,89.979 ,350,-1.6083,13.6,24.0708,1614.6007,25,-31.5,56.5,17.2167,-22.3667,17.2167,-22.3667,508,130,4,102.0869,323,16,323,16,-22,4917,367,924
No,1938.261 ,6,31,175.045 ,89.989 ,343,-1.7958,13.8583,23.9349,1674.9077,25.8,-32.1,57.9,17.7833,-23.2167,17.7833,-23.2167,508,126,5,96.3185,311,20,311,20,-27,4923,372,925
No,641.118 ,3,42,137.015 ,89.996 ,523,-4.125,15.45,25.495,1734.2716,24.9,-35.7,60.6,16.2333,-26.2167,16.2333,-26.2167,437,110,4,101.466,281,15,281,15,-51,4342,-36,926
No,786.520 ,7,24,22.810 ,89.984 ,383,-4.1167,15.5,25.9197,1721.9377,24.9,-34.9,59.8,16.1167,-25.9167,16.1167,-25.9167,451,113,4,101.5859,289,14,289,14,-52,4345,-38,927
No,12778.812 ,6,31,189.587 ,89.995 ,475,-1.3958,13.425,24.4536,1563.4453,24.7,-30.2,54.9,16.9833,-21.3,16.9833,-21.3,521,134,5,101.8122,330,17,330,17,-25,5030,423,927
No,1633.612 ,5,31,104.859 ,89.988 ,445,-3.9542,15.225,25.5025,1725.0685,25,-34.7,59.7,16.2833,-21.2833,16.2833,-25.8333,447,112,4,100.4667,285,16,285,16,-52,4344,-38,928
No,4345.676 ,7,20,184.970 ,89.960 ,431,-4.35,16.1333,26.1057,1770.6432,25.3,-36.5,61.8,16.2667,-22.3167,16.2667,-27.0167,452,114,4,101.1801,289,16,289,16,-52,4338,-46,929
No,19365.804 ,6,42,321.854 ,89.997 ,936,-5.1708,14.9083,26.622,1544.1436,21.8,-34.2,56,13.2167,-24.5833,13.2167,-24.5833,546,147,3,108.9158,367,11,367,11,-51,4361,-32,929
No,2779.012 ,4,20,207.160 ,89.993 ,546,-5.0375,15.2583,26.1721,1654.8347,23.2,-35.1,58.3,14.6167,-25.85,14.6167,-25.85,497,127,4,102.8742,322,16,322,16,-52,4336,-48,930
No,2966.681 ,6,42,178.000 ,89.994 ,913,-4.5583,15.25,25.8913,1687.91,24.1,-34.8,58.9,15.4333,-25.7833,15.4333,-25.7833,467,116,5,99.164,296,17,296,17,-53,4324,-68,936
No,1107.302 ,4,31,56.104 ,89.988 ,563,-4.1292,15.025,25.6399,1690.7361,24.5,-34.1,58.6,15.8667,-25.3833,15.8667,-25.3833,458,114,5,98.8357,289,17,289,17,-53,4323,-70,936
No,11011.825 ,21,29,181.469 ,89.976 ,432,-2.2583,13.4,24.2315,1584.8026,24.4,-30.9,55.3,16.4333,-22.3167,16.4333,-22.3167,523,133,4,100.1885,328,14,328,14,-20,5120,400,936
No,2217.590 ,7,26,199.885 ,89.963 ,423,-1.475,14.0333,24.2372,1658.0664,25.3,-32.6,57.9,17.6,-18.75,17.6,-23.05,511,135,4,104.9696,329,15,329,15,-27,4982,390,936
No,84.843 ,6,31,22.810 ,89.984 ,383,-1.7333,13.5667,24.0971,1616.4359,25.2,-31.1,56.3,17.2167,-22.35,17.2167,-22.35,508,128,5,98.397,316,18,316,18,-29,4924,344,941
No,14034.127 ,6,21,73.610 ,89.896 ,385,-2.0625,14.1583,24.2023,1691.0139,25.7,-32.8,58.5,17.6167,-23.7167,17.6167,-23.7167,498,125,5,96.7259,305,19,305,19,-26,5020,386,941
No,1056.425 ,6,41,341.952 ,89.990 ,725,-4.4792,14.675,25.3017,1658.3213,23.9,-34.1,58,15.35,-25.2,15.35,-25.2,454,115,3,101.9681,292,13,292,13,-53,4310,-89,942
No,19674.539 ,6,31,95.425 ,89.990 ,509,-1.775,13.9167,24.6313,1606.2385,24.8,-31.7,56.5,16.9333,-22.4,16.9333,-22.4,520,134,4,102.5051,331,17,331,17,-25,5036,388,942
No,3169.788 ,6,41,165.964 ,89.988 ,640,-4.6375,15.975,26.2315,1740.3789,24.6,-36.3,60.9,15.7333,-26.8,15.7333,-26.8,454,114,4,101.3276,291,16,291,16,-54,4307,-94,943
No,2143.591 ,6,31,9.149 ,89.993 ,530,-1.9167,13.5333,24.4726,1577.7549,24.5,-30.8,55.3,16.6333,-21.9833,16.6333,-21.9833,524,134,4,101.9504,333,14,333,14,-28,4962,366,944
No,754.012 ,5,21,209.745 ,89.977 ,342,-2.1167,14.15,24.6087,1637.6262,24.9,-32.6,57.5,16.9,-19.2167,16.9,-23.25,510,131,4,102.8334,325,15,325,15,-27,4969,356,949
No,13524.277 ,32,21,32.471 ,89.965 ,413,-1.6083,13.6,24.3292,1598.4763,24.8,-31.1,55.9,17.05,-22.1,17.05,-22.1,518,133,4,103.039,331,15,331,15,-25,5018,354,954
No,3045.552 ,32,31,174.500 ,89.986 ,407,-1.9167,13.7833,24.0547,1656.0939,25.4,-31.9,57.3,17.4333,-23.05,17.4333,-23.05,502,124,5,96.4538,308,19,308,19,-27,4991,341,958
No,610.524 ,6,17,129.806 ,89.976 ,309,-1.2708,13.5417,24.0527,1614.7269,25.6,-30.7,56.3,17.6333,-21.9,17.6333,-21.9,500,126,4,99.4285,312,17,312,17,-29,4924,310,959
No,15902.762 ,10,30,239.850 ,89.990 ,314,-0.9958,13.7417,23.9402,1648.0173,25.5,-31.9,57.4,17.95,-18.15,17.95,-22.4833,506,138,4,107.4248,331,15,331,15,-16,5247,386,961
No,6905.228 ,32,11,315.000 ,88.694 ,367,-1.75,13.8833,24.1449,1647.0994,25.2,-32.3,57.5,17.35,-23.05,17.35,-23.05,509,130,4,102.1374,323,16,323,16,-26,4994,328,963
No,5427.441 ,7,21,38.191 ,89.981 ,370,-2.075,14.15,24.566,1639.4158,25,-32.6,57.6,16.9833,-23.2167,16.9833,-23.2167,512,131,4,101.7256,324,16,324,16,-20,5113,311,967
No,6521.765 ,32,21,338.097 ,89.982 ,393,-1.8708,13.9083,24.1046,1650.7043,25.1,-32.6,57.7,17.2333,-23.2333,17.2333,-23.2333,511,130,4,102.5526,326,16,326,16,-26,4998,318,968
No,295.329 ,5,31,287.819 ,89.994 ,488,-1.7958,13.4583,24.1622,1593.7028,24.9,-30.8,55.7,16.95,-22.05,16.95,-22.05,518,130,5,98.9318,323,17,323,17,-29,4919,285,970
No,2532.668 ,6,14,296.046 ,89.988 ,336,-1.8708,13.5083,23.616,1659.2419,25.4,-31.8,57.2,17.5167,-23.05,17.5167,-23.05,505,126,5,96.8932,309,18,309,18,-18,4901,267,971
No,1529.426 ,6,31,188.393 ,89.970 ,338,-2.0625,13.975,24.2201,1669.5619,25.5,-32.2,57.7,17.4667,-23.3167,17.4667,-23.3167,504,126,5,95.7168,306,20,306,20,-21,5092,300,976
No,1424.234 ,6,31,122.005 ,89.986 ,295,-1.6958,13.5417,23.6329,1660.2074,25.5,-31.8,57.3,17.6333,-22.95,17.6333,-22.95,497,124,5,97.7825,307,17,307,17,-23,4900,255,978
No,1872.819 ,7,11,96.340 ,89.796 ,351,-1.8583,13.5833,23.7056,1660.2134,25.5,-31.8,57.3,17.55,-23.05,17.55,-23.05,506,126,5,96.6626,309,18,309,18,-25,5015,288,982
No,719.856 ,5,20,303.906 ,89.975 ,302,-1.3208,13.7917,24.2384,1624.5327,25.6,-31.3,56.9,17.6,-22.2,17.6,-22.2,504,127,4,100.5223,317,16,317,16,-29,4926,261,985
No,5299.379 ,7,31,137.070 ,89.984 ,551,-1.7708,13.5083,24.1652,1600.1768,24.9,-31,55.9,17,-22.1667,17,-22.1667,512,131,4,101.2888,323,15,323,15,-28,4935,265,985
No,693.160 ,7,29,207.395 ,89.994 ,421,-1.85,13.3667,24.2589,1576.701,24.5,-30.6,55.1,16.7,-21.8833,16.7,-21.8833,527,134,5,100.3516,332,17,332,17,-29,4912,242,990
No,290.554 ,7,11,135.000 ,89.918 ,357,-1.8042,13.975,24.0534,1667.8804,25.3,-32.8,58.1,17.45,-19.2667,17.45,-23.45,510,129,4,102.7306,325,15,325,15,-26,4994,257,993
No,490.200 ,6,21,315.000 ,89.974 ,293,-1.6917,13.1667,23.9394,1574.657,24.7,-30.3,55,16.85,-21.6833,16.85,-21.6833,520,132,3,102.0665,330,13,330,13,-24,4893,220,995
No,8252.311 ,7,21,203.749 ,89.932 ,393,-1.875,13.85,24.171,1643.1185,25.1,-32.2,57.3,17.1833,-23.0833,17.1833,-23.0833,511,130,4,101.9301,325,16,325,16,-28,4935,199,1014
No,53.239 ,4,11,181.042 ,89.966 ,349,-1.5042,13.7083,24.2625,1617.7615,25.2,-31.3,56.5,17.35,-22.2833,17.35,-22.2833,507,129,4,101.7729,321,16,321,16,-29,4922,190,1017
No,853.111 ,6,30,202.730 ,89.988 ,437,-1.6333,13.3,23.7925,1604.8384,24.9,-31,55.9,17.1167,-22.1833,17.1167,-22.1833,521,130,4,100.3213,328,17,328,17,-29,4923,153,1034
No,2191.666 ,25,31,70.710 ,89.956 ,310,-1.2292,13.325,23.5424,1629.9965,25.6,-31,56.6,17.7667,-22.1667,17.7667,-22.1667,499,125,4,100.2058,314,15,314,15,-30,4885,140,1035
No,4763.954 ,6,31,343.764 ,89.995 ,429,-1.575,13.65,23.7805,1662.4236,25.6,-31.8,57.4,17.7667,-22.9,17.7667,-22.9,492,123,4,98.5883,305,17,305,17,-30,4891,143,1035
No,515.494 ,7,20,337.225 ,89.987 ,380,-1.4792,13.875,24.3849,1624.3285,25.2,-31.7,56.9,17.3667,-22.4167,17.3667,-22.4167,521,130,4,102.2323,331,15,331,15,-22,5078,244,1037
No,2202.525 ,6,31,100.804 ,89.986 ,479,-1.6708,13.325,23.9228,1596.7345,24.8,-30.9,55.7,17.0167,-22.0833,17.0167,-22.0833,523,130,5,99.9096,329,18,329,18,-29,4913,128,1044
No,1616.429 ,36,31,185.667 ,89.986 ,397,-1.5333,14.0167,24.4619,1632.2855,25.2,-32.1,57.3,17.3667,-18.5833,17.3667,-22.6,526,131,4,101.3508,333,17,333,17,-17,5087,221,1049
No,3616.097 ,6,31,106.928 ,89.962 ,359,-1.3,13.1667,23.5962,1608.1991,25.4,-30.4,55.8,17.5667,-21.7833,17.5667,-21.7833,498,126,4,100.1415,312,14,312,14,-20,4863,91,1055
No,2920.981 ,3,22,22.810 ,89.984 ,383,-1.3292,13.4917,23.9639,1614.275,25.3,-31,56.3,17.5,-22.0333,17.5,-22.0333,506,127,4,101.6853,322,15,322,15,-30,4892,101,1055
No,1445.311 ,7,31,101.310 ,89.638 ,371,-1.5125,13.7583,24.1374,1632.8533,25.3,-31.7,57,17.45,-22.55,17.45,-22.55,513,129,4,101.7505,326,16,326,16,-24,4917,97,1058
No,4893.222 ,4,31,227.203 ,89.983 ,448,-1.5042,13.375,24.0991,1591.3195,25,-30.5,55.5,17.15,-21.8,17.15,-21.8,516,130,4,100.5853,325,16,325,16,-30,4876,85,1061
No,4582.763 ,7,31,11.310 ,89.948 ,306,-1.3333,13.8,24.2105,1634.0974,25.4,-31.6,57,17.6167,-22.4167,17.6167,-22.4167,508,127,4,101.4542,322,16,322,16,-23,4897,75,1067
No,3878.144 ,6,31,136.264 ,89.990 ,356,-1.0708,12.9917,23.0349,1635.2264,25.8,-30.6,56.4,18,-22.0667,18,-22.0667,491,123,3,100.9984,310,12,310,12,-21,4869,27,1088
No,1776.351 ,6,31,315.000 ,89.899 ,384,-1.2833,13.4,23.9714,1607.1846,25.3,-30.6,55.9,17.5,-21.85,17.5,-21.85,512,127,4,100.0432,323,16,323,16,-20,4861,9,1095
No,3539.160 ,28,21,237.265 ,89.944 ,350,-1.1875,13.1583,23.7945,1592.6923,25.3,-30,55.3,17.5,-21.4833,17.5,-21.4833,505,126,4,99.9584,317,15,317,15,-23,4839,-12,1104
No,5105.519 ,6,31,165.964 ,89.978 ,376,-1.0958,13.0083,22.902,1650.5653,26,-30.8,56.8,18.15,-22.2833,18.15,-22.2833,488,122,4,99.6261,306,15,306,15,-20,4843,-20,1108
Yes,1753.231 ,21,31,235.008 ,89.991 ,511,-2.5458,13.925,24.5158,1636.7449,24.8,-32,56.8,16.7167,-23.2667,16.7167,-23.2667,502,127,4,100.1189,314,14,314,14,-30,4858,480,841
Yes,11876.969 ,34,31,45.785 ,89.982 ,384,-1.95,14.4167,25.5162,1589.4196,24.7,-31.8,56.5,16.6667,-22.2333,16.6667,-22.2333,517,136,4,104.6185,334,15,334,15,-30,4862,476,840
Yes,6653.209 ,6,14,3.366 ,89.978 ,467,-2.4292,13.8583,24.6152,1623.1163,24.7,-31.6,56.3,16.6833,-22.95,16.6833,-22.95,514,129,5,97.975,318,19,318,19,-30,4863,477,841
Yes,4896.422 ,10,31,244.163 ,89.991 ,431,-2.1625,13.8083,24.3533,1638.733,25.1,-31.6,56.7,17.0667,-22.95,17.0667,-22.95,500,126,4,98.4189,309,15,309,15,-30,4865,472,840
Yes,16027.500 ,37,16,184.525 ,89.987 ,356,-1.6542,13.5917,23.7202,1663.0646,25.6,-31.7,57.3,17.7333,-22.9333,17.7333,-22.9333,496,124,5,97.3823,305,18,305,18,-30,4877,427,872
Yes,327.949 ,6,41,285.255 ,89.977 ,512,-3.975,13.75,25.1371,1562.3184,22.9,-31.8,54.7,14.8167,-23.3167,14.8167,-23.3167,541,141,4,104.0541,351,14,351,14,-54,5191,1167,693
Yes,3722.114 ,21,26,196.260 ,89.963 ,427,-2.7958,14.725,25.6087,1610.4354,24.3,-33.2,57.5,16.05,-23.3833,16.05,-23.3833,517,135,4,103.8871,332,14,332,14,-54,5189,1163,694
Yes,6753.956 ,21,17,57.642 ,89.988 ,472,-1.7208,14.7083,26.2649,1565.1495,24.5,-31.5,56,16.5667,-21.75,16.5667,-21.75,525,147,4,109.1635,348,14,348,14,-54,5184,1147,698
Yes,1146.480 ,5,21,230.013 ,89.977 ,536,-3.3208,14.2083,25.975,1528.4387,22.9,-31.8,54.7,14.8167,-22.5667,14.8167,-22.5667,556,149,4,104.6743,360,16,360,16,-54,5169,1105,707
Yes,4569.857 ,6,27,152.526 ,89.991 ,571,-1.7792,14.9417,26.3521,1575.5756,24.7,-32,56.7,16.6167,-22,16.6167,-22,521,143,4,107.8604,342,14,342,14,-54,5167,1098,709
Yes,2530.482 ,6,31,320.826 ,89.974 ,437,-3.7792,14.1583,25.6492,1545.9205,22.8,-32.4,55.2,14.5833,-23.2333,14.5833,-23.2333,551,146,3,106.0064,359,12,359,12,-54,5163,1085,712
Yes,2720.582 ,10,31,228.594 ,89.994 ,511,-4.4083,14.5833,26.2763,1538.1953,22.3,-33.2,55.5,13.8833,-23.7667,13.8833,-23.7667,548,148,3,108.0713,364,12,364,12,-53,5116,1039,713
Yes,3513.621 ,6,16,171.754 ,89.993 ,408,-0.8708,14.7917,25.8596,1600.3615,25.6,-31.6,57.2,17.6833,-21.5833,17.6833,-21.5833,504,144,3,111.5221,338,12,338,12,-54,5159,1072,714
Yes,3924.101 ,34,19,14.621 ,89.961 ,383,-4.6833,14.7,25.9259,1578.1957,22.5,-34.2,56.7,13.9833,-24.6833,13.9833,-24.6833,543,145,3,107.6911,360,12,360,12,-53,5099,1020,715
Yes,1094.132 ,10,16,180.000 ,89.846 ,362,-3.3667,14.8167,26.1779,1574.5408,23.5,-33.1,56.6,15.1833,-23.3833,15.1833,-23.3833,538,142,4,104.8422,349,15,349,15,-54,5156,1060,717
Yes,549.952 ,10,11,225.000 ,89.931 ,410,-3.0333,14.7167,26.1397,1573.2788,23.7,-32.6,56.3,15.5,-23.0333,15.5,-23.0333,532,140,4,104.6483,344,14,344,14,-54,5156,1060,717
Yes,5942.586 ,3,42,356.791 ,89.996 ,563,-3.4917,14.25,25.8621,1535.7672,22.9,-32.2,55.1,14.75,-22.8333,14.75,-22.8333,547,145,3,105.0203,355,12,355,12,-54,5149,1040,722
